"day_pos","date_time","date_time_exp","sent_num","text"
11,"2016-08-24 16:27:52","2016-08-24 15:45:00",1,"I have finished another task and I can return to examples about delta load and then some analysis as input for college task #p #xpb"
12,"2016-08-24 17:01:09","2016-08-24 16:30:00",1,"Following up with second and third examples and waiting some message from my wife about their trip to reading for kids #p #xpb"
13,"2016-08-24 17:32:02","2016-08-24 17:15:00",1,"I have left the work already and sitting in the tram. I need to go to post office in u the shopping center and then meet the family #p #xpb"
14,"2016-08-24 18:31:00","2016-08-24 18:00:00",1,"Found the family and going to pick them up and take home. Kids are still listening Czech national songs and they are entertained #p #xpb"
15,"2016-08-24 19:12:22","2016-08-24 18:45:00",1,"Back at home. It's good, because I can change clothes and relax which means no sweating. And kids are jumping outside on trampoline #p #xpb"
16,"2016-08-24 20:02:38","2016-08-24 19:30:00",1,"After sitting on the balcony and drinking rum with my wife we are going to give a shower to the kids they need to wash their hair's #p #xpb"
17,"2016-08-24 20:39:21","2016-08-24 20:15:00",1,"After passionate conversation with my wife we had lot of fun with kids in the bath full if water, because they didn't switch it off #p #xpb"
18,"2016-08-24 21:31:17","2016-08-24 21:00:00",1,"Sitting on the balcony during the warm end of the day and watching sundown together with my wife is nice moment spent together #p #xpb"
19,"2016-08-24 22:06:46","2016-08-24 21:45:00",1,"With full belly we have finished two pizzas and currently watching movie My Big Fat Greek Wedding 2 and having good time together #p #xpb"
20,"2016-08-24 23:16:01","2016-08-24 23:15:00",1,"Movie is almost over and we are almost sleeping. It was relax comedy not so much thinking about the plot like yesterday #p #xpb"
21,"2016-08-25 00:02:03","2016-08-24 23:59:59",-1,"Saw the advertisement to the #Bubbleology cause at @streamCZ and I am really interested what would be discovered. #n #xpb"
1,"2016-08-25 07:41:35","2016-08-25 07:30:00",-1,"Sleeping could be longer, that's known thing. It will be the weekend is coming. This working week is somehow weird #n #xpb"
2,"2016-08-25 08:21:12","2016-08-25 08:15:00",1,"I am just waiting for later train, today I plan to have lazy day so little bit later in the work is fine and fitting into this idea #p #xpb"
3,"2016-08-25 09:22:47","2016-08-25 09:00:00",1,"After daily meeting and good breakfast on the terrace with friend and currently I can start working right now #p #xpb"
4,"2016-08-25 10:02:44","2016-08-25 09:45:00",1,"Because it's short day today I would like to finish one task and follow up with the rest tomorrow. Then I look forward to Q3 meeting #p #xpb"
5,"2016-08-25 10:34:37","2016-08-25 10:30:00",-1,"College sent me a comment to terrible complex JIRA task which he filled by all the information and relevant colleges ignore that #n #xpb"
6,"2016-08-25 11:15:26","2016-08-25 11:15:00",-1,"It's many tasks which has to be solved around and I need too define few issues in issue tracking system and assign them #n #xpb"
7,"2016-08-25 12:22:28","2016-08-25 12:00:00",1,"Back from the lunch we have lot of fun with with emojipedia and searching for different emoji and trying to use them in conversation #p #xpb"
8,"2016-08-25 13:18:17","2016-08-25 12:45:00",1,"Waiting for the train with colleagues to the quarter company meeting and discussing the many things around its pleasant change #p #xpb"
9,"2016-08-25 13:44:40","2016-08-25 13:30:00",1,"After everybody bought his favorite beverage we can find the correct platform where we take the train to Olten to the meeting #p #xpb"
10,"2016-08-25 14:30:15","2016-08-25 14:15:00",1,"We have arrived to Olten let's have some fun in here walk through the city. And suddenly we met the colleagues from company #p #xpb"
11,"2016-08-25 15:45:50","2016-08-25 15:45:00",1,"It's lot of fun to have an introduction of the all company people because I haven't had a chance to get to know each other #p #xpb"
12,"2016-08-25 16:35:58","2016-08-25 16:30:00",1,"Walking through the city and search for places with interesting information about famous writer with online audio through QR codes #p #xpb"
13,"2016-08-25 17:21:19","2016-08-25 17:15:00",1,"Sitting with colleagues in the pub garden and drinking beer and taking and waiting for burgers for dinner. I am really hungry #p #xpb"
14,"2016-08-25 18:04:50","2016-08-25 18:00:00",1,"Having good talk with local branch chief and discussing a possibility of relocation of my college girlfriend to Swiss #p #xpb"
15,"2016-08-25 18:58:37","2016-08-25 18:45:00",1,"Following with many interesting discussions with colleagues and enjoying evening sun in the pub garden with coke as desert #p #xpb"
16,"2016-08-25 19:55:43","2016-08-25 19:30:00",1,"Finally standing in the train station and waiting for the train to Zurich and then I need to take another one to home #p #xpb"
17,"2016-08-25 20:16:04","2016-08-25 20:15:00",1,"Sitting in the train and relaxing with interesting topics discussion and enjoying the journey back at home #p #xpb"
18,"2016-08-25 21:20:44","2016-08-25 21:00:00",-1,"Back at home and ready to take a shower. I am totally sweaty and sticky so I really need shower then it would be OK again #n #xpb"
19,"2016-08-25 22:28:06","2016-08-25 21:45:00",1,"Shower was good and I am feeling like reborn. Right now relaxing in the bed with watching data mining with Weka. #p #xpb"
20,"2016-08-25 22:49:57","2016-08-25 22:30:00",1,"Slowly finalize first week of data mining with Weka course and need to do tomorrow second one. I also need to check my salary #p #xpb"
21,"2016-08-25 23:27:44","2016-08-25 23:15:00",1,"All necessary payments have been done. Also money sent abroad and to the brand new savings account which was created yesterday #p #xpb"
1,"2016-08-26 07:29:51","2016-08-26 07:30:00",1,"Nice morning. Son came to our bed and tried to convince us that is time to get birthday present today and not at Sunday #p #xpb"
2,"2016-08-26 09:00:57","2016-08-26 09:00:00",-1,"After more than 10 days of tweeting I have a feeling that's enough and I can't stand it anymore. It's really annoying #n #xpb"
3,"2016-08-26 10:03:09","2016-08-26 09:45:00",1,"We have discussion about go live and staying all of us on the project next year with my colleagues on the terrace #p #xpb"
4,"2016-08-26 10:32:42","2016-08-26 10:30:00",1,"Trying to change @Air_Bank security sign of the internet payments from SMS to the mobile application, I hope this is my last SMS #p #xpb"
5,"2016-08-26 11:50:43","2016-08-26 11:15:00",1,"Lunchtime is over. It's was quick and good. Tried to eat more vegetables and have a half of the plate of it compare to meat #p #xpb"
6,"2016-08-26 12:24:20","2016-08-26 12:00:00",-1,"Working on analysis as the input for college for little bit monkey work. It's more difficult than I have expected #n #xpb"
7,"2016-08-26 13:15:08","2016-08-26 12:45:00",1,"Almost finished fist part of analysis and currently creating tasks in issue tracking system to make it happened #p #xpb"
8,"2016-08-26 13:34:38","2016-08-26 13:30:00",-1,"Doing the last checks and going to deal with second part of analysis. This would be nut cracker, because there is more options #n #xpb"
9,"2016-08-26 14:23:31","2016-08-26 14:15:00",1,"Second part of analysis is real bummer. But meanwhile I am listening webex through colleagues sharing the knowledge #p #xpb"
10,"2016-08-26 15:40:13","2016-08-26 15:00:00",1,"After afternoon snack I have finished second part of analysis and currently I need to write down improvement implementation pattern #p #xpb"
11,"2016-08-26 16:03:03","2016-08-26 15:45:00",1,"Relaxing for a while and will go to stretch my self because I have been sitting so long  and I need some water as well #p #xpb"
12,"2016-08-26 16:42:34","2016-08-26 16:30:00",-1,"Watching @dcrainmakerblog unboxing @Garmin luxury Fenix version in the suit is weird. Normally this guy is in sports clothes #n #xpb"
13,"2016-08-26 17:58:57","2016-08-26 17:15:00",1,"Having good time with the neighbors, drinking beer and enjoying sitting in the basin and controlling the temperature #p #xpb"
14,"2016-08-26 18:39:15","2016-08-26 18:00:00",1,"Kids are eating dinner and we will order the Thai food for us but we need to wait because everyone drink at least two beers #p #xpb"
15,"2016-08-26 19:06:09","2016-08-26 18:45:00",1,"Kids are in the shower and I have finally some time only for me when I am waiting till they finish it. So, I can read newspaper #p #xpb"
16,"2016-08-26 19:33:30","2016-08-26 19:30:00",1,"I just picked up the food from Thai restaurant and going home to serve it. Everybody is hungry so I need to be quickly back #p #xpb"
17,"2016-08-26 20:47:34","2016-08-26 20:15:00",1,"We have found lost ball in neighbors garden and because son is tired we are going upstairs to complete his Lego present for birthday #p #xpb"
18,"2016-08-26 21:53:36","2016-08-26 21:45:00",1,"Kids are brushing the teeths and they are almost ready to go sleep. We need to then prepare stuff for tomorrow trip to river #p #xpb"
19,"2016-08-26 22:49:12","2016-08-26 22:30:00",1,"Grill is clean and dishwasher is cleaning the rest of the dish. Kids are sleeping already and we are discussing names of neighbors #p #xpb"
20,"2016-08-26 23:16:40","2016-08-26 23:15:00",-1,"I am almost sleeping with open eyes. My wife felt a sleep few minutes ago and I don't want to study or do anything today #n #xpb"
21,"2016-08-27 00:11:59","2016-08-26 23:59:59",-1,"Watching again promo about @Garmin Fenix Chronos and wondering how much it is here in Swiss. Expecting price one to one or higher #n #xpb"
1,"2016-08-27 09:29:50","2016-08-27 09:00:00",1,"Everything is ready for trip to the river. I just need to take a shower and dress up. And then we can take everything to car and go #p #xpb"
2,"2016-08-27 10:50:41","2016-08-27 10:30:00",-1,"We have arrived to the river. During unpacking one of the bag broke up to the water so my wife is pissed off. This would be horror #n #xpb"
3,"2016-08-27 11:18:13","2016-08-27 11:15:00",1,"She is calming down because friends arrived and they will help us to build schalter and make our life much more easy #p #xpb"
4,"2016-08-27 12:02:14","2016-08-27 12:00:00",1,"Finally sitting and enjoying moment of relax with friends and taking about Thai and Chinese food and our holidays #p #xpb"
5,"2016-08-27 13:49:53","2016-08-27 13:30:00",1,"We had magnificent walk through the river against current with kids on the swimming wheels and matraces. We have enjoyed #p #xpb"
6,"2016-08-27 14:21:13","2016-08-27 14:15:00",1,"Enjoying wine and food in the middle of the river and watching kids who build dam from the stones and having good Saturday #p #xpb"
7,"2016-08-27 15:28:57","2016-08-27 15:00:00",1,"We are grilling cheese and meat. Meanwhile women returned back to us just about the time. Cheese is ready and meat will be soon #p #xpb"
8,"2016-08-27 16:06:37","2016-08-27 15:45:00",1,"Arrived friend on the bike and we are finishing grill and I have tasty beef steak with garlic butter and without bread #p #xpb"
9,"2016-08-27 16:34:32","2016-08-27 16:30:00",1,"Discussion tend to go interesting direction about emigrants and another actual problems and meanwhile I am getting cold in water #p #xpb"
10,"2016-08-27 17:20:13","2016-08-27 17:15:00",1,"Listening friend talking about Georgia and then about common things like family issues. It's really hot now sun is really burning #p #xpb"
11,"2016-08-27 18:03:29","2016-08-27 18:00:00",-1,"Two assholes came close and smoking here marihuana. It's terrible smell and it's unpleasant. I am thinking to tell them go away #n #xpb"
12,"2016-08-27 19:18:41","2016-08-27 18:45:00",1,"We are collecting stuff and moving it back to the cars. It's worst part which makes me sweat, but sun is over and we are going home #p #xpb"
13,"2016-08-27 20:16:43","2016-08-27 20:15:00",1,"We are back. We need to order stuff which have been used in the trip to the river. Which is clean up grill and order swimsuits #p #xpb"
